OP
Periodically review DQ assessment efficiency ; 
Periodically review data quality issues register ; Reviewing in a regular manner data quality issues logged in the register
Periodically review DQ metrics & controls ; Development end implementation of a standard methodology for business functions to assess the efficiency of the DQ controls in place in a quantifiable manner.
Evaluate the efficiency of data quality controls ; Definition and enforcement of a process to monitor that data quality controls have been effectively assessed.
Monitor data quality integrity ; 
Produce enterprise data quality dashboards ; 
Produce periodic data quality dashboards (in context) ; Data quality dashboards are developed to meet stakeholders' information needs
Execute data quality reports for all enterprise data ; 
Execute data quality reports for specific name screening business rule ; 
Execute quality reports on specific customer data business rules ; 
Execute data quality reports for the TM & F Programs ; 
Attest that data quality is managed and adequate for the context ; Establishing the ability to formally certify that the current data quality level meets the data quality requirements
Define roles and responsibilities for reference data management ; 
Document existing valid values ; 
Establish rules for new reference data values ; 
Assess proposed new value to reference data ; 
Document new value addition to reference data ; 
Detect unauthorized use of new reference data ; 
Harmonize reference data values across systems ; 
Define guidelines and procedures to create master data ; …
Define master data management processes ; …
Enterprises set standards for the definition of unique identifiers for master data ; …
Establish standardized values across the organization ; 
Establish external sources for data enrichment ; 
Establish a protocol to manage exceptions in the master data ; 
Establish identity resolution process ; 
Resolve master data duplicates (In the field - Operational Inputs) ; Mitigating and resolving duplicates (deduplication) of Master Data (in the field)
Resolve master data duplicates (In the lab) ; Mitigating and resolving duplicates (deduplication) of Master Data (in the lab)
Define a matching process within Master data ; 
Define survivorship process within Master Data ; 
Document created data within master data ; 
Monitor Master data management ; 
"Implement processes and mechanisms to resolve data duplication ; Establishing processes and mechanisms to effectively resolve instances of data duplications. It involves defining clear procedures for identifying duplicates, determining which version to retain, merging or eliminating duplicates, and ensuring that data remains accurate and consistent. This may include setting rules for conflict resolution, maintaining an audit trail of changes, and automating deduplication processes where possible"
Define the sensitivity of the golden copy to false positive/negative ; 
"Identify master data identifying attributes ; To figure out the identifying attributes, Business Data Stewards need to establish the minimum set of high-quality potential identifying attributes that exist across the source systems, then evaluate those attributes to see if the identified attributes can serve the purpose."
Map unique identifiers to physical data ; 
Analyze potential identifying attributes ; 
"Standardize and cleanse data ; Standardize, parse and cleanse data to arrive at: - ""best match"" record set - Set of identifying attributes - Understanding of data quality issues"
Compile recordset from source systems ; 
Enrich records with reliable external sources ; 
"Establish a ""golden copy"" for master data records ; "
Review and approve golden copy results ; 
Establish mechanism to monitor usage of golden copy ; 
Establish survivorship business rules ; 
Identify sources for master data attributes ; 
Assign source priorities and conditions ; 
Identify master records with conflicting attribute values ; 
Apply the attribute value conflict resolution rules ; 
Resolve master record with specified attribute values ; 
Establish mechanism to detect & report MDM exceptions ; 
Analyze the root cause of MDM exceptions ; 
Resolve master data exception ; 
Update MDM data processing documentation ; 
Update MDM/DQ exception rules ; 
Identify and define authoritative data sources for Master data ; 
Identify and define authoritative data sources for Reference data ; 
Identify and define authoritative data sources for Transactional data ; 
Communicate authoritative data sources to relevant stakeholders ; 
"Attest that authoritative data sources are being used ; Establishing the ability to formally confirming that reliable and trusted sources of data are being utilized. It includes ensuring that data originates from recognized and authoritative sources, meeting predefined criteria, and aligning with established standards to maintain data accuracy and credibility"
Assess data sources prior to usage ; Capability to assess data sources prior to usage to ensure that they represent fair data sources
Request exemption to not use authoritative data sources ; 
Review and make decision of authoritative source exemption ; 
Define privacy vision and mission statement ; 
Define enterprise privacy principles and standards ; Establishing and outlining the set of principles and standards that guide the protection and handling of sensitive information within an organization. These principles and standards define the framework for maintaining the privacy and confidentiality of personal information and for ensuring compliance with relevant laws and regulations.
"Establish privacy policy suite ; A privacy policy is a statement or legal document (in privacy law) that discloses some or all of the ways a party gathers, uses, discloses, and manages a customer or client's data. The exact contents of a certain privacy policy will depend upon the applicable law and may need to address requirements across geographical boundaries and legal jurisdictions. Most countries have their own legislation and guidelines of who is covered, what information can be collected, and what it can be used for. In general, data protection laws in Europe cover the private sector, as well as the public sector."
"Define enterprise codes of conduct to protect privacy ; A code of conduct, also known as privacy and code of conduct, is a defined set of rules, principles, values, employee expectations, behaviours, and relationships that a business considers important and believes necessary for its success. Codes of conduct must be distributed to all employees to ensure awareness of the organization's privacy principles."
"Define privacy requirements for external contractors, vendors, and service providers ; "
Approve the enterprise privacy policies and procedures ; 
Define enterprise confidentiality policy for personal information ; Defining a confidentiality policy that will be applicable for all personal information held throughout the organization
Communicate enterprise privacy policies ; 
Publish privacy policy suite ; Publishing the organization's privacy policy suite on the website to comply with openness requirements
Establish governance policies for personal information ; Establishing and implementing enterprise wide governance policies and practices regarding personal information. The policies and practices must proportionate to the nature and scope of the enterprise's activities.
Review and approve data protection policies ; Review and approve policies and practices for personal information protection
"Establish data protection framework ; Creating a structured and comprehensive framework for safeguarding sensitive information, outlining policies, procedures, and controls to ensure the privacy, security, and lawful handling of data within an organization"
"Establish process to review and validate privacy practices ; Setting up procedure to regularly assess and confirm the compliance of privacy practices within an organization, ensuring that data handling processes align with established privacy practices, policies, regulations, and industry standards"
Develop a privacy program ; Establishing a privacy program that effectively translates the enterprise privacy policy into actionable guidelines and procedures
Create an enterprise privacy accountability matrix (RACI) ; Definition and documentation of the roles and responsibilities related to privacy in the organisation
Identify a privacy program sponsor or “champion” ; 
Allocate an appropriate budget and resources ; 
"Designate one or more individuals to be responsible for privacy-related obligations ; Designating individuals for privacy-related obligations to manage privacy-related tasks and processes as well as to ensure compliance with privacy laws, regulations, and policies"
Establish a committee on the protection of personal information ; 
"Establish a committee on the access to information and protection of personal information ; Form a committee comprising representatives from relevant departments and functions to oversee access to information and protect personal data. The committee will be responsible for developing and implementing policies, procedures, and guidelines to safeguard data privacy and ensure compliance with access regulations. Regularly conduct audits and assessments to monitor data handling practices, investigate incidents, and mitigate potential risks. Maintain a comprehensive record of incidents, actions taken, and follow-up activities to ensure transparency and accountability throughout the organization's data management processes. The committee will also collaborate with key stakeholders to enhance awareness and training on information security and privacy practices, fostering a culture of responsible data handling across the organization."
Establish a committee on access to information ; 
Establish the privacy program reporting structure ; 
"Establish a review & approval process when designing new initiatives, services, or programs using personal data ; "
Assistance with building privacy requirements into a project to help reduce risks ; 
Assistance with the development of privacy-related processes ; 
Develop capabilities to ensure privacy-related processes and privacy requirements are followed ; 
Define privacy program controls ; 
Define privacy program metrics ; 
Monitor and report privacy incidents and data subject requests ; 
Periodically review privacy management guidelines and procedures ; 
Demonstrate effective monitoring of privacy requirements ; 
Define guidelines to inform stakeholders about PI usage and risks ; Establishing and documenting the various guidelines and processes to inform stakeholders of PI usage and inherent risks
Choose enterprise privacy risk model ; 
Define enterprise privacy risk taxonomy ; Definition of privacy risks taxonomy including privacy risks events / scenarios integrated within enterprise risk framework
Define privacy risk assessment process ; Definition of privacy risks taxonomy including privacy risks events / scenarios integrated within enterprise risk framework
"Design privacy risks reporting template ; Establishment of a reporting structure to create privacy risks reports  including the name of the reports to be done, a description of each report, the frequency that reports are to be produced and the recipients for distribution of each report"
Periodically review privacy risk management guidelines and procedures ; 
Define enterprise appetite to privacy risks ; Ability to draft a Privacy Risk Appetite Statement to reflect the severity and types of privacy risk that the organization is willing to assume
Approve the Privacy Risk Appetite Statement ; 
Communicate Privacy Risk Appetite Statement to personnel ; 
Audit compliance to Privacy Risk Appetite periodically ; 
Define user permissions for privacy risk register ; 
Define guidelines and procedures for the privacy risk register ; 
Document and categorize privacy risks in register ; 
Periodically review privacy risks and mitigation ; 
Conduct periodic assessment of privacy risks in each business line ; Evaluating periodically the potential security risks and threats to personal information across the different departments or units within an organization
Identify privacy risks in projects ; Establishmenent of a capability to assess privacy risks within projects / initiatives and products / services launches
Define triggering factors leading to reassessment of privacy risks ; Definition of triggering factors that could require to re assess privacy risks in a specific business context
Re-assess privacy risks based on triggering factors (Triggered) ; 
Manage the privacy risks register ; 
"Attest that privacy risks have been identified and scored ; Establishment of a capability to review and monitor independantly (2nd line of defense) the various privacy risks identified by the business lines / functions in various contexts (projects, periodic assessment,…)"
Define mitigation plan for privacy risks ; Establishment of a capability for business sectors to define risk mitigation actions based on identified privacy risks and for the 2nd line of defense to follow up on those mitigation actions
Implement a privacy risks mitigation strategies (Not specific enough) ; The established privacy mitigation plan is implemented
Communicate privacy risks and their mitigation strategies to key stakeholders ; Establishment of a process and R&R to report privacy risks to relevant internal stakeholders
Define reporting and disclosure guidelines for privacy risks ; 
Produce privacy risks reports (Enterprise) ; Establishment of a reporting structure to create privacy risks reports
Communicate privacy risks to internal stakeholders (Enterprise) ; 
Produce privacy risks reports ; Establishment of a reporting structure to create privacy risks reports
"Communicate privacy risks to stakeholders (Project) ; Communicating and informing relevant stakeholders of privacy risks, as per the context of the project"
"Approve that residual privacy risks are acceptable ; Approval of risk level associated with a new project, service, product or initiative"
"Monitor privacy risks on an ongoing basis ; Establishment of a capability to review and monitor independantly (2nd line of defense) the various privacy risks identified by the business sectors in various contexts (projects, periodic assessment,…)"
Define guidelines to escalate privacy risks ; Establishment of a capability to escalate all identified privacy risks to the Privacy Office
Escalate privacy risks ; 
"Monitor internal & external factors impacting privacy risks ; Internal and external factors, that could impact privacy risks (such as new strategic direction, change in risk appetite or risk framework, etc.), are periodically reviewed and monitored"
"Monitor internal & external factors impacting privacy risks ; Internal and external factors, that could impact data quality risks are periodically reviewed and monitored"
Update the risk register based on ongoing monitoring of privacy risk factors (Triggered) ; 
Audit implementation and effectiveness of risk responses ; 
"Identify privacy and data protection laws and regulations ; Data protection laws and regulations are increasingly stringent with their requirements and severe with their penalties. In order to accurately reflect regulatory obligations in privacy policies and directives, the organization must first identify it's in-scope laws and regulations. It is important to identify the geographical scope of data storage as well as the individuals for which data is collected as this usually prescribes which laws and regulations apply."
Identify legal requirements related to personal information ; Definition of …
"Identify privacy and data protection laws and regulations applicable to the project ; Data protection laws and regulations are increasingly stringent with their requirements and severe with their penalties. In order to accurately reflect regulatory obligations in privacy policies and directives, the organization must first identify it's in-scope laws and regulations. It is important to identify the geographical scope of data storage as well as the individuals for which data is collected as this usually prescribes which laws and regulations apply."
Identify legal requirements related to personal information (Project) ; Definition of …
Identify project obligations and requirements related to data subject rights and requests ; Organization must identify the rights that apply to their data subjects under the regulations applicable to their context. The situations where data subject requests to exercise their rights must be accepted and when such requests may be denied must be documented in the organization's privacy policy.
Resolve gaps between enterprise policies and privacy obligations ; Capability to review and ensure that gaps between enterprise policies and privacy obligations are resolved
Demonstrate that data processing is aligned with privacy regulations ; Capability to demonstrate the alignment between data processing and obligations set out by privacy regulations. This may be done through an internal or external audit.
Align enterprise policies with privacy obligations ; Ensure the privacy policies covers all the subjects prescribed by the laws and regulations it is subjected to
Define monitoring activities to comply with privacy requirements ; 
Monitor for new or amended privacy laws and regulations ; Capability to monitor external regulatory landscape to capture any change in privacy laws that could affect the enterprise
Define review trigger based on new or amended privacy laws and regulations ; Process to perform periodically an internal gap assessment between enterprise privacy policy and guidelines and applicable privacy laws and regulations
Update enterprise privacy policies to align with new or amended laws and regulations ; Process and responsbilities to review and update existing privacy policy and guidelines based on defined triggers
"Communicate modified enterprise privacy policies to relevant stakeholders ; Process, responsibilities and tools definition and enforcement for communicating changes in the enterpise privacy policy and guidelines within the appropriate audience"
Monitor internal compliance to privacy requirements ; 
Demonstrate compliance with privacy regulations ; 
Demonstrate project compliance with privacy regulations ; Establishing the ability to formally demonstrate project compliance to privacy regulations
Monitor project compliance to privacy laws and regulations ; Periodically monitoring and ensuring project alignment and compliance with relevant privacy laws and regulations
Demonstrate compliance with accountability principle (GDPR) ; This information management rule defines the processes and responsibilities to demonstrate compliance to the principles relating to the management of personal information set out by law.
Monitor vendors and service providers' compliance ; 
Periodically perform a privacy compliance audit ; 
Escalate non-compliance / violation of privacy policies ; 
Identify remediation plan for non-compliance/violation ; 
Monitor remediation plans for non-compliance/violation ; 
Demonstrate of remediation of non-compliance/violation ; 
Define organizational privacy strategy ; Building a privacy strategy that aligns with and supports the organisation's privacy objectives
Identify and engage privacy stakeholders and internal partnerships ; Privacy stakeholders are indentified and engaged in the development of the privacy strategy and/or implementation of the privacy program
"Provide access to and communicate privacy mission and vision statement, policies, directives and code of conduct ; Privacy related documentation, including but not limited to the mission, vision, policies, standards, directives and procedures, are communicated and made easily accessible to stakeholders"
Communicate the legal and admisntrative consequences of non compliance to privacy practices guidelines ; Informing personnel and communicating the legal and admisntrative consequences of non compliance to privacy practices guidelines
"Communicate compliance requirements to internal stakeholders ; Informing personnel and communicating the compliance requirements to various laws, regulations, policies and directives"
"Train personnel on required practices related to PI collection, use, handling, access, retention, and disclosure ; Establishment of a training program to ensure that all relevant personnel are propely trained on internal policies & practices related to PI collection, use, access, retention and disclosure"
Attest that privacy training has been provided ; Definition and enforcement of a process for assessing and demonstrating that all employees (and new hires) have underwent training related to understand the privacy requirements set out by internal policies and external regulations
Attest personnel understanding and agreement to comply to privacy requirements ; Definition and enforcement of a process for allowing personnel to undergo short assessment following training to demonstrate their understanding of privacy requirements Ability to collect attestation from personnel demonstrating that they agree to comply to internal and external privacy requirements
Train personnel to identify and report non-compliance with privacy policies ; 
Train personnel for management of privacy breach ; Definition and enforcement of a process for allowing personnel to undergo short assessment following training to demonstrate their understanding of privacy requirements Ability to collect attestation from personnel demonstrating that they agree to comply to internal and external privacy requirements
Train project team for prevention and response to privacy breaches ; Definition and enforcement of a process for allowing personnel to undergo short assessment following training to demonstrate their understanding of privacy requirements Ability to collect attestation from personnel demonstrating that they agree to comply to internal and external privacy requirements
Attest personnel understanding of privacy breach requirements ; Ability to demonstrate that all personnel (and new hires) underwent privacy breach management training
Attest that privacy breach training has been provided ; Ability for the Personnel to undergo short assessment following training to demonstrate their understanding of reporting requirements in the event of a privacy breach
"Conduct training and awareness on privacy policy and related procedures ; Conducting training and awarness on the privacy policy and related procedures to relevant personnel and stakeholders, educating them about the organization's privacy policies, practices, and  procedures in place to ensure data protection and compliance with privacy regulations"
Define roles and responsibilities for inquiries related to privacy practices ; Roles and responsibilities for the handling of data subject inquiries related to the organization's privacy practices are assigned and socialized
Communicate privacy roles & responsibilities to personnel ; 
Train project team on compliance with legal requirements ; Personnel involved in the project are informed and trained on the legal and compliance requirements pertaining to the context of the project
Train project team on data subject rights ; Personnel involved in the project are informed and trained on data subject rights pertaining to the context of the project
Monitor personnel training on data subject inquiries ; 
"Designate point of contact to assist individuals understand consent requirements ; Appoint a specific individual or team as the designated point of contact to assist individuals in understanding and navigating consent requirements. This designated contact will serve as a reliable resource for individuals seeking information about the organization's consent processes, explaining their rights, and clarifying the purposes and scope of their consent. The point of contact will actively engage with individuals, respond to inquiries, and provide guidance on consent-related matters, ensuring that individuals are well-informed and empowered to make informed decisions regarding the use of their personal information. Regularly updating and sharing relevant information and resources with individuals will be a key responsibility of the designated point of contact, fostering transparency and building trust in the organization's approach to obtaining and managing consent."
"Identify consent obligations and requirements (project) ; Identifying and determining the scope of consent obligations and requirements, as per the context of the project"
"Prohibit mandatory consent for provision of product/service ; Organization must include in its corporate policy on consent that it will not require an individual to consent to the collection, use, or disclosure of his/her personal information beyond what is reasonable to provide the product or service to that individual"
"Demonstrate that mandatory consent is reasonable ; In some cases, the individual's consent to the collection, use or disclosure of his/her personal information is required to provide the product or service. In these cases, the individual shall be informed of why his/her consent is mandatory and an attestation shall be collected to demonstrate that the mandatory consent is reasonable."
"Provide a point of contact that can assist individuals in understanding consent and PI use ; Providing individuals with the contact information of a specific person or department who can answer their inquiries and provide them with information about how their personal information is used, as well as their rights related to consent"
"Define guidelines and procedures related to consent collection ; Establishing a policy and guidelines for preparing, communicating, collecting, storing and retaining consents"
"Establish a process to collect consent for each specific and new use of personal information ; Establishing the required procedures and guidelines to collect and record consents, in alignment to the established enterprise policy"
Select consent type appropriate for identified purposes ; 
Develop consent forms and enterprise privacy notice templates ; Define and develop consent form / privacy notice templates
"Provide consent form specific to intended purposes of project ; Establishing, defining and communicating of consent form / privacy notice specific to intended purposes and context of the project"
"Communicate data collection purposes to data subjects ; Data collection purposes must be communicated to data subjects prior to the collection of the information concerning them. Data subjects must be informed in a clear manner the reason why personal information will be used, the legal justification for processing the data and the categories of personal information concerned. This must be done in a concise, transparent, intelligible and easily accessible way, in clear and plain language and free of charge."
Design and implement mechanisms to collect consent ; Design and implement mechanisms to collect and process data subjects consent for any type of usage of their Personal information
"Collect consent for disclosing personal data to third-party ; When required, consent for disclosing personal data to third-party is collected from affected stakeholders and is recorded"
Collect consent for new processing purposes ; Capability to collect and process data subjects consent for any changes for example in the retention of their personal information
Attest that consent is being collected for each identified purpose ; Capability to demonstrate the consent obtained from data subjects for each of the organization's purposes for processing personal information. This capability is enabled by consent management platforms and can also be accomplished by demonstrating the data and time when the data subject accepted the terms & conditions stating the collection purposes.
"Demonstrate express consent for collecting, processing and disclosing sensitive data ; Establishing the ability to formally demonstrate that express consent for collecting, processing and disclosing sensitive data has been properly obtained"
Assist individuals to understand consent scope and PI use ; Establish provisions to help the data subject understand the consent form and to answer all their questions
"Collect consent for personal information collection, processing or disposal ; Requesting and collecting consent from individuals prior to collecting, processing and/or disposing of their personal inforamtion"
"Obtain express consent for the collection, sharing or use of sensitive personal information ; Explicitly seeking and obtaining an individual's consent before collecting, sharing, or processing any personal inforamtion that is particularly sensitive"
"Communicate to individuals the right to opt-out from PI transfer ; Inform individuals and provide them with a valid opportunity to opt-out  from the transfer of their personal information, and, if necessary, to have that information deleted"
"Establish mechanisms to process requests to opt-out from personal information transfers ; Process opt-out  from the transfer of personal information requests, and record/document the actions taken and subsequent outcome"
"Develop consent forms and privacy notice templates for the collection of personal information from parents and guardians of minors ; Create comprehensive consent forms and privacy notice templates specifically tailored to the collection of personal information from parents and guardians of minors. These templates should be designed to be easily understandable and accessible to parents and guardians, providing clear explanations of the purposes, scope, and rights related to the collection, use, and disclosure of their children's personal information. The templates should adhere to applicable privacy laws and regulations, ensuring that all necessary information is included to obtain informed and explicit consent for the processing of minors' personal data. Regularly review and update the templates to align with changes in privacy regulations and organizational practices, maintaining accuracy and relevance."
"Establish a process to collect consent for the use of personal information of minors ; Develop a systematic process to collect explicit and informed consent from parents or legal guardians for the use of minors' personal information. This process should outline the necessary steps for obtaining consent, ensuring that it is obtained in a clear, transparent, and accessible manner. Designated personnel or systems should be responsible for initiating and managing the consent collection process, keeping accurate records of consent status for each minor. The process should address any potential concerns or inquiries from parents or guardians, providing them with sufficient information to make informed decisions on behalf of the minors. Continuous monitoring and improvement of the consent collection process will contribute to the organization's commitment to protecting the privacy and rights of minors and their families."
"Obtain parental/guardian authority consent to use personal information of minors ; When applicable, consent is collected from the parent or legal guardian of the underage data subject"
Verify whether child consent is given by holder of parental/guardian responsibility ; 
Attest that consent is not collected from a child ; Establishing the ability to formally certify that consent is not collected from a child
Attest that child consent is obtained from a valid representative ; Establishing the ability to formally certify that the consent pertaining to a child is obtained from a valid representative
Communicate to data subjects their right to withdraw consent from PI use ; Process to ensure the data subject is informed about his or her right to withdraw consent at any time
Design and implement mechanisms for withdrawal of consent ; 
Attest that consent withdrawal is managed ; Establishing the ability to formally certify that consent withdrawal is managed
Audit consent processes ; Implementation of a process that audit periodically the consent collection and usage process and ensure its ongoing compliance to applicable regulations
Monitor transparent collection purpose ; 
Record legal basis for consent ; 
Approve the Consent strategy (project) ; Reviewing and approval of the project's consent management strategy and processes
Attest that privacy notice was provided to data subject ; Establishing the ability to formally certify that privacy notice was provided to data subject
Attest that data subject can restrict processing ; Establishing the ability to formally certify that data subject can restrict the processing of their information
Attest that data subject can opt out from automated decision ; Establishing the ability to formally certify that data subject can opt out from automated decision
Attest that data subjects are informed of automated decision ; Establishing the ability to formally certify that data subjects are informed that are subject to an automated decision
Attest that right to be forgotten is managed in context ; Establishing the ability to formally certify that  right to be forgotten is managed in context
"Attest that data subject is informed of AI usage ; Establishing the ability to formally certify that data subject is informed of the usage of AI, or that they are interacting with an AI"
Define guidelines and procedures to receive and process data subject requests ; Organization must define step-by-step procedures for the processing on data subject requests to exercise their rights. Clear procedures must be defined for each type of request that is available to data subjects and process flows should be mapped to show the end-to-end lifecyle of a data subject request.
Define roles and responsibilities for the processing of data subject requests ; A clear RACI matrix must be completed to assign the roles and responsibilities for all procedures concerning the processing of data subject requests. Personnel must be made well aware of their roles and responsibilities.
"Define communication procedures and messages in response to data subject requests ; Organization must define the messages that will be sent to data subjects in response to requests made. These will serve as pre-defined messages to increase the efficiency of request processing and to ensure compliancy with the transparent communication obligation. The pre-defined messages should cover the receipt of the request, whether the request is accepted / denied, the delay for the processing of the request (when the request can't be processed in 30 days) and there should be pre-defined messages for each type of request made available to data subjects."
Define recording procedures of the processing of data subject requests ; Organization must have the capability to record the processing of data subject requests to demonstrate compliance with regulatory requirements. Organization must be able to record the reason and provision of law for denying requests.
"Establish submission methods for data subject requests ; Organization must establish submission methods for data subjects to submit requests related to their rights under applicable regulation. The submission methods should be via the company's website (or application), by mail, and by toll-free telephone number. The submission methods must be easily accessible to data subjects and data subjects must be clearly informed of where and how they can submit their requests."
Assess the impacts of data subject requests on developed solutions ; Evaluating and assessing the impacts of data subjects requests on the project's viability and performance
Strategize and plan project activities related to data subject requests ; Establishing a strategy as well as project activities and procedures to handle and process data subjects requests
Provide contact information of the person in charge of the protection of personal information to individuals concerned ; Communicating and providing the contact information of the person in charge of the protection of personal information to the individuals concerned
"Define the identity assurance level requirements for data subject requests ; Organization must define the level certainty (or a degree of confidence) that an individual, organization or device is who or what it claims to be for the organization to process a data subject request. In order to define this requirement, it"
Define identity verification procedures ; Organization must define the procedures to be used to identify a data subject's identity following a request related to personal information processing. The identity verification procedures must be aligned with defined assurance level requirements and it must limit the collection of new personal information to verify a data subject's identity.
Validate the identity of individuals in files prepared by personal information agents ; Reviewing and validating that the person from whom consent was obtained (to obtain the personal information concerning them) is actually the person who is the subject of the report or recommendation provided by the personal information agent
"Communicate receipt of personal information request ; Promptly communicate with the requester to acknowledge receipt of the request, provide relevant information, and ensure transparency and compliance with the requirements of the Directive on Personal Information Requests and Correction of Personal Information."
Provide support in preparing a request to the organization ; Organization has the capability to provide support to data subjects who request it while preparing their request to exercise their rights provided by the applicable regulation.
Receive / Detect data subject request ; Organization has the capability to trigger procedures to process data subject requests upon receipt. The date and time of the request receipt is automatically documented and the relevant stakeholders are notified of the receipt.
Verify data subject identity upon receiving request ; Procedures to verify the data subject's identity are triggered once the request is received. Another option is to integrate identity verification procedures in the submission method to ensure that individuals submitting requests are who they are.
Assess the legal grounds to accept/deny data subject requests ; Organization has the capability to assess whether data subject requests are valid and therefore must be processed or whether an exception applies requiring the refusal of the request.
"Assess sensitivity of personal information subject to data subject request ; Organization has the capability to assess the sensitivity of personal information subject to the request. When assessing sensitivity, it is important to consider the risk and significance of harm if such personal information was subject to unauthorized access."
Review and approve request refusal ; Organization has the capability to validate each decision concerning data subject requests prior to communication to data subjects. This is even more important when refusing requests as organization must ensure that the refusal is appropriate for the specific situation.
"Record enterprise decisions regarding data subject request ; Organization has the capability to record the processing of data subject requests as well as all information required by law concerning the request. This should include the personal information subject to the requestm the data subject's identity, the decision concerning the request and the proof of compliancy to the request."
Confirm that the data subject request was processed successfully ; 
Communicate enterprise decision regarding data subject request ; Organization has the capability to communicate their decision concerning data subject requests and to include any information required by law such as the reason for refusal. Pre-defined messages should be completed to reflect the type of request made and the data subject's identity.
Establish mechanism for individuals to opt-out of profiling ; Define and implement processes to manage and execute individuals'' requests to opt-out of profiling
"Establish mechanisms to receive and handle personal information requests ; Define and implement mechanisms and processes to receive and execute personal information requests guaranteed to individuals by applicable policies, laws and regulations."
"Establish mechanisms to validate personal information requests ; Define and establish guidelines, tools, procedures and/or processes to validate the lawfulness/rightfulness of received personal information requests. Such validation includes among other things the identification and authentication of the requester as well as the lawfulness/legality of their request"
"Implement mechanisms to retrieve data relative to an access to information request ; Establishing procedure, processes and/or tools to efficiently identify and retrieve necessary data in relation to an access to information request. This should be in compliance with information disclosure regulations, and involves creating mechanisms that enable accurate identification and prompt retrieval of the relevant data"
"Implement mechanisms to prepare data for release relative to an access to information request ; Establishing procedure, processes and/or tools to efficiently identify and retrieve necessary data in relation to an access to information request. This should be in compliance with information disclosure regulations, and involves creating mechanisms that enable accurate identification and prompt retrieval of the relevant data"
Operationalize processing of data subject requests ; Organization has the capability to monitor the processing of data subject requests to ensure compliancy with regulatory requirements. There should be a dashboard demonstrating the relevant metrics for the processing of requests.
"Track data subject request response times ; Organization has the capability to track the response time to data subject requests which begins at the receipt of the request. Organization must be able to ensure that requests are processed within 30 days and when it has been more than 30 days, there must be a trigger to send the pre-defined message informing data subjects that a time extension is required to process the request."
Review identity verification procedures & requirements ; Organization has the capability to conduct a periodical audit of the procedures used to verify the identity of data subjects submitting requests and the requirements they have set in terms of identity level assurance.
Review communication procedures and messages to data subject ; 
Review obligations regarding data subject requests periodically ; Organization has the capability to periodically review their obligations in terms of data subject requests to exercise rights made available under applicable privacy regulations.
"Define Privacy Notice (enterprise) ; Create a comprehensive and standardized Privacy Notice that outlines the organization's practices and policies regarding the collection, use, disclosure, retention, and protection of personal information. The Privacy Notice should be clear, concise, and easily understandable for individuals whose data is being collected, providing them with transparent information about their privacy rights and how their data will be handled. It should cover various aspects, including the types of personal information collected, the purposes for which the data will be processed, the legal basis for data processing, the rights of individuals to access and control their data, and contact information for inquiries or requests related to privacy matters. Regularly review and update the Privacy Notice to reflect changes in privacy laws, organizational practices, and any new data processing activities, ensuring ongoing compliance and transparency with individuals whose data is processed by the organization."
Review and approve privacy notices before their publication ; Implement a review and approval process to ensure the accuracy and compliance of privacy notices before they are published and made available to individuals.
Publish Privacy Notice on website ; 
Update Privacy Notice ; 
"Define Privacy Notice for the project ; Preparing a notice, appropriate for the context of the project, to inform data subjects of the collection of their personal data along with any additional relevant information"
"Establish guidelines and procedures for the creation and management of privacy notices ; Define guidelines and procedures for the creation of privacy notices to ensure that individuals are promptly informed about the organization's privacy practices, policies, and notice at the point of data collection. Privacy notices should be easily accessible and presented in a clear, concise, and easily understandable manner to promote informed consent. When collecting personal information, provide individuals with a brief and easily accessible privacy notice that outlines the purpose of data collection, the legal basis for processing, and individuals' rights regarding their data. Consider using QR codes, signage, or easily accessible web links to direct individuals to comprehensive privacy policies for further details. Continuously update and improve privacy notices and policies to reflect changes in data collection practices and legal requirements, ensuring that individuals are well-informed about how their data is used and protected."
